,단지명,계약년,도로명,동,거래금액평균(만원)
18036,센텀우신골든빌,2016,재반로125번길 30,재송동,23027.69
18037,센텀우신골든빌,2017,재반로125번길 30,재송동,24732.35
18038,센텀우신골든빌,2018,재반로125번길 30,재송동,22493.75
18039,센텀우신골든빌,2019,재반로125번길 30,재송동,21667.07
18040,센텀우신골든빌,2020,재반로125번길 30,재송동,23870.99
18041,센텀우신골든빌,2021,재반로125번길 30,재송동,28584.43
18042,센텀유림노르웨이숲,2013,연안로58번가길 10,안락동,28621.17
18043,센텀유림노르웨이숲,2014,연안로58번가길 10,안락동,28410.44
18044,센텀유림노르웨이숲,2015,연안로58번가길 10,안락동,29004.42
18045,센텀유림노르웨이숲,2016,연안로58번가길 10,안락동,30409.4
18046,센텀유림노르웨이숲,2017,연안로58번가길 10,안락동,32916.67
18047,센텀유림노르웨이숲,2019,연안로58번가길 10,안락동,29600.0
18048,센텀유림노르웨이숲,2020,연안로58번가길 10,안락동,31780.0
18049,센텀유림노르웨이숲,2021,연안로58번가길 10,안락동,36745.45
18050,센텀이진캐스빌,2012,재반로42번길 23,재송동,16100.0
18051,센텀이진캐스빌,2013,재반로42번길 23,재송동,13975.0
18052,센텀이진캐스빌,2014,재반로42번길 23,재송동,15360.0
18053,센텀이진캐스빌,2015,재반로42번길 23,재송동,16553.12
18054,센텀이진캐스빌,2016,재반로42번길 23,재송동,19531.25
18055,센텀이진캐스빌,2017,재반로42번길 23,재송동,22325.0
18056,센텀이진캐스빌,2018,재반로42번길 23,재송동,19866.67
18057,센텀이진캐스빌,2019,재반로42번길 23,재송동,18087.5
18058,센텀이진캐스빌,2020,재반로42번길 23,재송동,17130.0
18059,센텀이진캐스빌,2021,재반로42번길 23,재송동,19987.5
18060,센텀이편한세상,2012,해운대로76번길 55,재송동,31215.45
18061,센텀이편한세상,2013,해운대로76번길 55,재송동,29214.1
18062,센텀이편한세상,2014,해운대로76번길 55,재송동,31115.58
18063,센텀이편한세상,2015,해운대로76번길 55,재송동,34270.83
18064,센텀이편한세상,2016,해운대로76번길 55,재송동,42955.95
18065,센텀이편한세상,2017,해운대로76번길 55,재송동,43854.0
18066,센텀이편한세상,2018,해운대로76번길 55,재송동,41139.51
18067,센텀이편한세상,2019,해운대로76번길 55,재송동,41912.47
18068,센텀이편한세상,2020,해운대로76번길 55,재송동,53418.41
18069,센텀이편한세상,2021,해운대로76번길 55,재송동,75850.0
18070,센텀재송빌,2012,재반로63번길 17,재송동,9800.0
18071,센텀재송빌,2013,재반로63번길 17,재송동,9600.0
18072,센텀재송빌,2014,재반로63번길 17,재송동,9333.33
18073,센텀재송빌,2015,재반로63번길 17,재송동,9562.5
18074,센텀재송빌,2016,재반로63번길 17,재송동,14200.0
18075,센텀재송빌,2018,재반로63번길 17,재송동,11500.0
18076,센텀재송빌,2019,재반로63번길 17,재송동,11900.0
18077,센텀재송빌,2020,재반로63번길 17,재송동,11500.0
18078,센텀재송빌,2021,재반로63번길 17,재송동,12600.0
18079,센텀천일스카이원,2020,해운대로 265,재송동,45780.69
18080,센텀천일스카이원,2021,해운대로 265,재송동,56300.0
18081,센텀캐슬,2013,해운대로143번길 21,재송동,9300.0
18082,센텀캐슬,2014,해운대로143번길 21,재송동,9021.43
18083,센텀캐슬,2015,해운대로143번길 21,재송동,9766.67
18084,센텀캐슬,2016,망미번영로38번길 109,광안동,7100.0
18085,센텀캐슬,2016,해운대로143번길 21,재송동,9900.0
18086,센텀캐슬,2017,해운대로143번길 21,재송동,11350.0
18087,센텀캐슬,2019,해운대로143번길 21,재송동,12700.0
18088,센텀캐슬,2020,해운대로143번길 21,재송동,10744.44
18089,센텀캐슬,2021,해운대로143번길 21,재송동,12004.0
18090,센텀타워,2014,중앙대로 459-7,좌천동,17666.67
18091,센텀타워,2015,중앙대로 459-7,좌천동,20533.33
18092,센텀타워,2017,중앙대로 459-7,좌천동,16400.0
18093,센텀타워,2018,중앙대로 459-7,좌천동,17266.67
18094,센텀타워,2019,중앙대로 459-7,좌천동,20500.0
18095,센텀타워,2021,중앙대로 459-7,좌천동,16100.0
18096,센텀파미르,2012,해운대로61번길 56,재송동,20825.0
18097,센텀파미르,2013,해운대로61번길 56,재송동,20766.07
18098,센텀파미르,2014,해운대로61번길 56,재송동,20670.75
18099,센텀파미르,2015,해운대로61번길 56,재송동,22910.42
18100,센텀파미르,2016,해운대로61번길 56,재송동,25882.89
18101,센텀파미르,2017,해운대로61번길 56,재송동,28403.85
18102,센텀파미르,2018,해운대로61번길 56,재송동,27800.0
18103,센텀파미르,2019,해운대로61번길 56,재송동,25542.86
18104,센텀파미르,2020,해운대로61번길 56,재송동,27377.78
18105,센텀파미르,2021,해운대로61번길 56,재송동,36491.67
18106,센텀포시즌,2016,과정로 179,연산동,21894.0
18107,센텀포시즌,2017,과정로 179,연산동,23983.25
18108,센텀포시즌,2019,과정로 179,연산동,20500.0
18109,센텀포시즌,2020,과정로 179,연산동,24033.33
18110,센텀포시즌,2021,과정로 179,연산동,18250.0
18111,센텀피오레1차,2012,수영강변대로 382,반여동,24276.79
18112,센텀피오레1차,2013,수영강변대로 382,반여동,24018.27
18113,센텀피오레1차,2014,수영강변대로 382,반여동,25689.88
18114,센텀피오레1차,2015,수영강변대로 382,반여동,28515.19
18115,센텀피오레1차,2016,수영강변대로 382,반여동,33287.31
18116,센텀피오레1차,2016,수영강변대로 382,재송동,36500.0
18117,센텀피오레1차,2017,수영강변대로 382,재송동,36775.0
18118,센텀피오레1차,2018,수영강변대로 382,재송동,33514.29
18119,센텀피오레1차,2019,수영강변대로 382,재송동,32276.92
18120,센텀피오레1차,2020,수영강변대로 382,재송동,38678.28
18121,센텀피오레1차,2021,수영강변대로 382,재송동,55250.0
18122,센텀한보미도,2012,재반로64번길 74-1,재송동,12871.43
18123,센텀한보미도,2013,재반로64번길 74-1,재송동,12122.73
18124,센텀한보미도,2014,재반로64번길 74-1,재송동,12512.5
18125,센텀한보미도,2015,재반로64번길 74-1,재송동,13019.23
18126,센텀한보미도,2016,재반로64번길 74-1,재송동,14205.88
18127,센텀한보미도,2017,재반로64번길 74-1,재송동,16783.33
18128,센텀한보미도,2018,재반로64번길 74-1,재송동,15200.0
18129,센텀한보미도,2019,재반로64번길 74-1,재송동,14600.0
18130,센텀한보미도,2020,재반로64번길 74-1,재송동,14368.18
18131,센텀한보미도,2021,재반로64번길 74-1,재송동,15016.67
18132,센텀현대,2012,해운대로469번길 190,우동,19534.62
18133,센텀현대,2013,해운대로469번길 190,우동,21200.0
18134,센텀현대,2014,해운대로469번길 190,우동,21557.69
18135,센텀현대,2015,해운대로469번길 190,우동,24637.2
18136,센텀현대,2016,해운대로469번길 190,우동,31618.33
18137,센텀현대,2017,해운대로469번길 190,우동,33734.21
18138,센텀현대,2018,해운대로469번길 190,우동,29231.25
18139,센텀현대,2019,해운대로469번길 190,우동,31190.0
18140,센텀현대,2020,해운대로469번길 190,우동,34227.44
18141,센텀현대,2021,해운대로469번길 190,우동,58888.24
18142,센텀협성,2012,해운대로81번가길 63,재송동,9350.0
18143,센텀협성,2013,해운대로81번가길 63,재송동,9838.89
18144,센텀협성,2014,해운대로81번가길 63,재송동,9869.23
18145,센텀협성,2015,해운대로81번가길 63,재송동,9469.44
18146,센텀협성,2016,해운대로81번가길 63,재송동,9503.12
18147,센텀협성,2017,해운대로81번가길 63,재송동,12816.67
18148,센텀협성,2018,해운대로81번가길 63,재송동,12833.33
18149,센텀협성,2019,해운대로81번가길 63,재송동,10000.0
18150,센텀협성,2020,해운대로81번가길 63,재송동,15021.28
18151,센텀협성,2021,해운대로81번가길 63,재송동,19100.0
18152,센텀협성르네상스타운,2013,해운대로38번길 60,반여동,27907.47
18153,센텀협성르네상스타운,2014,해운대로38번길 60,반여동,29584.78
18154,센텀협성르네상스타운,2015,해운대로38번길 60,반여동,31274.05
18155,센텀협성르네상스타운,2016,해운대로38번길 60,반여동,36267.1
18156,센텀협성르네상스타운,2017,해운대로38번길 60,반여동,45750.0
18157,센텀협성르네상스타운,2017,해운대로38번길 60,재송동,42978.57
18158,센텀협성르네상스타운,2018,해운대로38번길 60,재송동,40893.48
18159,센텀협성르네상스타운,2019,해운대로38번길 60,재송동,39897.0
18160,센텀협성르네상스타운,2020,해운대로38번길 60,재송동,49668.67
18161,센텀협성르네상스타운,2021,해운대로38번길 60,재송동,69641.67
18162,센트럴베이동원로얄듀크비스타,2012,중앙대로286번길 10,초량동,21950.0
18163,센트럴베이동원로얄듀크비스타,2013,중앙대로286번길 10,초량동,26802.5
18164,센트럴베이동원로얄듀크비스타,2014,중앙대로286번길 10,초량동,27904.0
18165,센트럴베이동원로얄듀크비스타,2015,중앙대로286번길 10,초량동,32487.67
18166,센트럴베이동원로얄듀크비스타,2016,중앙대로286번길 10,초량동,35250.0
18167,센트럴베이동원로얄듀크비스타,2017,중앙대로286번길 10,초량동,37400.0
18168,센트럴베이동원로얄듀크비스타,2018,중앙대로286번길 10,초량동,34525.0
18169,센트럴베이동원로얄듀크비스타,2019,중앙대로286번길 10,초량동,31782.35
18170,센트럴베이동원로얄듀크비스타,2020,중앙대로286번길 10,초량동,35770.2
18171,센트럴베이동원로얄듀크비스타,2021,중앙대로286번길 10,초량동,48066.67
18172,센트럴파크,2016,유엔평화로4번길 66,대연동,20320.0
18173,센트럴파크,2017,유엔평화로4번길 66,대연동,21240.0
18174,센트럴파크,2019,유엔평화로4번길 66,대연동,22600.0
18175,센트럴파크,2020,유엔평화로4번길 66,대연동,20662.5
18176,센트럴파크,2021,유엔평화로4번길 66,대연동,24500.0
18177,센트럴파크7,2012,차성서로77번길 36-11,기장읍,13600.0
18178,센트럴파크7,2013,차성서로77번길 36-11,기장읍,12066.67
18179,센트럴파크7,2015,차성서로77번길 36-11,기장읍,13550.0
18180,센트럴파크7,2016,차성서로77번길 36-11,기장읍,11250.0
18181,센트럴파크7,2017,차성서로77번길 36-11,기장읍,13450.0
18182,센트럴파크7,2019,차성서로77번길 36-11,기장읍,11000.0
18183,센트럴파크7,2020,차성서로77번길 36-11,기장읍,13200.0
18184,센트럴파크7,2021,차성서로77번길 36-11,기장읍,13000.0
18185,센트럴파크빌라1차,2012,차성로216번길 32,기장읍,12100.0
18186,센트럴파크빌라1차,2013,차성로216번길 32,기장읍,11750.0
18187,센트럴파크빌라1차,2016,차성로216번길 32,기장읍,10500.0
18188,센트럴파크빌라1차,2017,차성로216번길 32,기장읍,12000.0
18189,센트럴파크빌라1차,2021,차성로216번길 32,기장읍,7300.0
18190,센트럴파크빌라6차,2012,차성로201번길 9,기장읍,12850.0
18191,센트럴파크빌라6차,2013,차성로201번길 9,기장읍,7800.0
18192,센트럴파크빌라6차,2014,차성로201번길 9,기장읍,12700.0
18193,센트럴파크빌라6차,2015,차성로201번길 9,기장읍,12625.0
18194,센트럴파크빌라6차,2016,차성로201번길 9,기장읍,12300.0
18195,센트럴파크빌라6차,2017,차성로201번길 9,기장읍,14166.67
18196,센트럴파크빌라6차,2019,차성로201번길 9,기장읍,11600.0
18197,센트럴파크빌라6차,2021,차성로201번길 9,기장읍,13400.0
18198,센트리움기장,2021,차성동로51번길 1,기장읍,24403.12
18199,소도베르크,2014,두실로7번길 39,구서동,7626.67
18200,소도베르크,2020,두실로7번길 39,구서동,17230.0
18201,소라,2012,괴정로 135,당리동,8800.0
18202,소라,2012,사하로166번길 20,괴정동,12800.0
18203,소라,2012,진남로463번길 37,전포동,7500.0
18204,소라,2013,괴정로 135,당리동,9000.0
18205,소라,2013,사하로166번길 20,괴정동,13042.5
18206,소라,2014,괴정로 135,당리동,12033.33
18207,소라,2014,진남로463번길 37,전포동,15800.0
18208,소라,2015,괴정로 135,당리동,11475.0
18209,소라,2015,사하로166번길 20,괴정동,12900.0
18210,소라,2015,진남로463번길 37,전포동,7500.0
18211,소라,2016,괴정로 135,당리동,14525.0
18212,소라,2016,사하로166번길 20,괴정동,13230.0
18213,소라,2016,진남로463번길 37,전포동,18013.33
18214,소라,2017,괴정로 135,당리동,16925.0
18215,소라,2017,사하로166번길 20,괴정동,13225.0
18216,소라,2017,진남로463번길 37,전포동,20703.61
18217,소라,2018,괴정로 135,당리동,18050.0
18218,소라,2018,사하로166번길 20,괴정동,13250.0
18219,소라,2018,진남로463번길 37,전포동,17977.5
18220,소라,2019,괴정로 135,당리동,16200.0
18221,소라,2019,사하로166번길 20,괴정동,13575.0
18222,소라,2019,진남로463번길 37,전포동,23676.67
18223,소라,2020,괴정로 135,당리동,27817.23
18224,소라,2020,사하로166번길 20,괴정동,12466.67
18225,소라맨션,2012,수영로487번길 20,남천동,13400.0
18226,소라맨션,2012,수영로497번길 46,남천동,12575.0
18227,소라맨션,2012,황령산로8번길 63,남천동,11450.0
18228,소라맨션,2013,수영로487번길 20,남천동,9500.0
18229,소라맨션,2013,황령산로8번길 63,남천동,11460.0
18230,소라맨션,2014,수영로487번길 20,남천동,12720.0
18231,소라맨션,2014,수영로497번길 46,남천동,13700.0
18232,소라맨션,2014,황령산로8번길 63,남천동,11850.0
18233,소라맨션,2015,수영로487번길 20,남천동,14250.0
18234,소라맨션,2015,수영로497번길 46,남천동,17550.0
18235,소라맨션,2015,황령산로8번길 63,남천동,13333.33
18236,소라맨션,2016,수영로487번길 20,남천동,18220.0
18237,소라맨션,2016,수영로497번길 46,남천동,18000.0
18238,소라맨션,2016,황령산로8번길 63,남천동,15740.0
18239,소라맨션,2017,수영로487번길 20,남천동,21000.0
18240,소라맨션,2018,수영로487번길 20,남천동,20616.67
18241,소라맨션,2018,수영로497번길 46,남천동,24300.0
18242,소라맨션,2018,황령산로8번길 63,남천동,17050.0
18243,소라맨션,2019,수영로497번길 46,남천동,22900.0
18244,소라맨션,2019,황령산로8번길 63,남천동,17200.0
18245,소라맨션,2020,수영로487번길 20,남천동,25647.5
18246,소라맨션,2020,수영로497번길 46,남천동,29700.0
18247,소라맨션,2020,황령산로8번길 63,남천동,23360.0
18248,소라맨션,2021,수영로487번길 20,남천동,35250.0
18249,소라맨션,2021,수영로497번길 46,남천동,39500.0
18250,소라맨션,2021,황령산로8번길 63,남천동,29750.0
18251,소망빌라,2012,수림로 63,장전동,15725.0
18252,소망빌라,2013,수림로 63,장전동,16600.0
18253,소망빌라,2014,수림로 63,장전동,17250.0
18254,소망빌라,2015,수림로 63,장전동,17816.67
18255,소망빌라,2018,수림로 63,장전동,21000.0
18256,소망빌라,2020,수림로 63,장전동,21000.0
18257,소망빌라,2021,수림로 63,장전동,23400.0
18258,소암파크,2013,남산냇길 106,청룡동,13900.0
18259,소암파크,2014,남산냇길 106,청룡동,10200.0
18260,소암파크,2020,남산냇길 106,청룡동,16700.0
18261,소암파크,2021,남산냇길 106,청룡동,14500.0
18262,소호(7동),2013,의성로115번길 117,덕천동,7975.0
18263,소호(7동),2016,의성로115번길 117,덕천동,9866.67
18264,소호(7동),2020,의성로115번길 117,덕천동,7400.0
18265,소호(8동),2012,의성로115번길 107,덕천동,10325.0
18266,소호(8동),2013,의성로115번길 107,덕천동,9725.0
18267,소호(8동),2015,만덕대로102번길 19,덕천동,9600.0
18268,소호(8동),2015,의성로115번길 107,덕천동,9866.67
18269,소호(8동),2017,의성로115번길 107,덕천동,12400.0
18270,소호(8동),2020,의성로115번길 107,덕천동,10000.0
18271,소호(8동),2021,의성로115번길 107,덕천동,11000.0
18272,솔내음파미유,2012,부암당산로21번길 48,부암동,14000.0
18273,솔내음파미유,2013,부암당산로21번길 48,부암동,13395.0
18274,솔내음파미유,2014,부암당산로21번길 48,부암동,13560.71
18275,솔내음파미유,2015,부암당산로21번길 48,부암동,13809.09
18276,솔내음파미유,2016,부암당산로21번길 48,부암동,14766.67
18277,솔내음파미유,2017,부암당산로21번길 48,부암동,16172.22
18278,솔내음파미유,2018,부암당산로21번길 48,부암동,15162.5
18279,솔내음파미유,2019,부암당산로21번길 48,부암동,15500.0
18280,솔내음파미유,2020,부암당산로21번길 48,부암동,13240.0
18281,솔내음파미유,2021,부암당산로21번길 48,부암동,14200.0
18282,솔내음파비르,2012,수영로 632-1,광안동,18900.0
18283,솔내음파비르,2014,수영로 632-1,광안동,21500.0
18284,솔내음파비르,2015,수영로 632-1,광안동,20975.0
18285,솔내음파비르,2016,수영로 632-1,광안동,24583.33
18286,솔내음파비르,2021,수영로 632-1,광안동,30075.0
18287,송곡,2012,승학로161번길 70,괴정동,8100.0
18288,송곡,2013,승학로161번길 70,괴정동,7659.09
18289,송곡,2014,승학로161번길 70,괴정동,7466.67
18290,송곡,2015,승학로161번길 70,괴정동,7300.0
18291,송곡,2017,승학로161번길 70,괴정동,7050.0
18292,송곡,2018,승학로161번길 70,괴정동,6800.0
18293,송곡,2019,승학로161번길 70,괴정동,9500.0
18294,송곡,2020,승학로161번길 70,괴정동,6975.0
18295,송곡,2021,승학로161번길 70,괴정동,10800.0
18296,송남,2015,재반로211번길 36,반여동,10300.0
18297,송남,2017,재반로211번길 36,반여동,13000.0
18298,송남,2020,재반로211번길 36,반여동,13700.0
18299,송남맨션,2012,재반로 142-11,재송동,9700.0
18300,송남맨션,2013,재반로 142-11,재송동,9450.0
18301,송남맨션,2015,재반로 142-11,재송동,10733.33
18302,송남맨션,2016,재반로 142-11,재송동,12200.0
18303,송남맨션,2017,재반로 142-11,재송동,10750.0
18304,송남맨션,2018,재반로 142-11,재송동,12300.0
18305,송남맨션,2021,재반로 142-11,재송동,13750.0
18306,송도금오그린빌라,2016,암남공원로14번길 8-7,암남동,29668.56
18307,송도금오그린빌라,2017,암남공원로14번길 8-7,암남동,33497.33
18308,송도동일스위트,2012,성산길 47-17,암남동,18295.45
18309,송도동일스위트,2013,성산길 47-17,암남동,19512.5
18310,송도동일스위트,2014,성산길 47-17,암남동,20154.55
18311,송도동일스위트,2015,성산길 47-17,암남동,21000.0
18312,송도동일스위트,2016,성산길 47-17,암남동,22021.43
18313,송도동일스위트,2017,성산길 47-17,암남동,22816.67
18314,송도동일스위트,2018,성산길 47-17,암남동,20642.86
18315,송도동일스위트,2019,성산길 47-17,암남동,20354.55
18316,송도동일스위트,2020,성산길 47-17,암남동,20328.57
18317,송도동일스위트,2021,성산길 47-17,암남동,21925.0
18318,송도맨션,2012,충무대로82번길 21,암남동,11700.0
18319,송도맨션,2013,충무대로82번길 21,암남동,10300.0
18320,송도맨션,2014,충무대로82번길 21,암남동,13500.0
18321,송도맨션,2015,충무대로82번길 21,암남동,15500.0
18322,송도맨션,2020,충무대로82번길 21,암남동,15500.0
18323,송도봄여름가을겨울,2012,충무대로 72,암남동,28700.0
18324,송도봄여름가을겨울,2013,충무대로 72,암남동,28977.78
18325,송도봄여름가을겨울,2014,충무대로 72,암남동,26250.0
18326,송도봄여름가을겨울,2015,충무대로 72,암남동,30885.71
18327,송도봄여름가을겨울,2016,충무대로 72,암남동,30860.0
18328,송도봄여름가을겨울,2017,충무대로 72,암남동,31360.0
18329,송도봄여름가을겨울,2019,충무대로 72,암남동,37100.0
18330,송도봄여름가을겨울,2020,충무대로 72,암남동,34250.0
18331,송도봄여름가을겨울,2021,충무대로 72,암남동,33540.0
18332,송도삼경빌리지,2012,암남로8번길 32,암남동,18000.0
18333,송도삼경빌리지,2013,암남로8번길 32,암남동,19300.0
18334,송도삼경빌리지,2016,암남로8번길 32,암남동,16500.0
18335,송도삼경빌리지,2019,암남로8번길 32,암남동,19150.0
18336,송도삼정비치맨션,2012,충무대로 64,암남동,10666.67
18337,송도삼정비치맨션,2013,충무대로 64,암남동,13593.75
18338,송도삼정비치맨션,2014,충무대로 64,암남동,11935.0
18339,송도삼정비치맨션,2015,충무대로 64,암남동,12544.44
18340,송도삼정비치맨션,2016,충무대로 64,암남동,12900.0
18341,송도삼정비치맨션,2017,충무대로 64,암남동,16268.75
18342,송도삼정비치맨션,2018,충무대로 64,암남동,15000.0
18343,송도삼정비치맨션,2019,충무대로 64,암남동,12810.0
18344,송도삼정비치맨션,2020,충무대로 64,암남동,14316.67
18345,송도삼정비치맨션,2021,충무대로 64,암남동,15466.67
18346,송도서린엘마르,2016, ,암남동,31250.0
18347,송도서린엘마르,2016,송도해변로 21,암남동,28000.0
18348,송도서린엘마르,2017,송도해변로 21,암남동,33800.0
18349,송도서린엘마르,2018,송도해변로 21,암남동,48500.0
18350,송도서린엘마르,2019,송도해변로 21,암남동,38203.33
18351,송도서린엘마르,2020,송도해변로 21,암남동,43080.56
18352,송도서린엘마르,2021,송도해변로 21,암남동,48433.33
18353,송도자유비치,2012,천해로7번길 33,암남동,10729.41
18354,송도자유비치,2013,천해로7번길 33,암남동,10811.36
18355,송도자유비치,2014,천해로7번길 33,암남동,11900.0
18356,송도자유비치,2015,천해로7번길 33,암남동,10180.0
18357,송도자유비치,2016,천해로7번길 33,암남동,11845.24
18358,송도자유비치,2017,천해로7번길 33,암남동,12881.25
18359,송도자유비치,2018,천해로7번길 33,암남동,13363.64
18360,송도자유비치,2019,천해로7번길 33,암남동,12909.09
18361,송도자유비치,2020,천해로7번길 33,암남동,14935.71
18362,송도자유비치,2021,천해로7번길 33,암남동,11610.71
18363,송도정림비치타운,2012,감천로 271,암남동,16390.91
18364,송도정림비치타운,2013,감천로 271,암남동,16943.75
18365,송도정림비치타운,2014,감천로 271,암남동,17097.06
18366,송도정림비치타운,2015,감천로 271,암남동,17606.25
18367,송도정림비치타운,2016,감천로 271,암남동,17906.25
18368,송도정림비치타운,2017,감천로 271,암남동,18020.0
18369,송도정림비치타운,2018,감천로 271,암남동,19433.33
18370,송도정림비치타운,2019,감천로 271,암남동,18900.0
18371,송도정림비치타운,2020,감천로 271,암남동,19112.5
18372,송도정림비치타운,2021,감천로 271,암남동,17800.0
18373,송도타워맨션,2012,송도해변로 33,암남동,16133.33
18374,송도타워맨션,2013,송도해변로 33,암남동,13022.22
18375,송도타워맨션,2014,송도해변로 33,암남동,14723.08
18376,송도타워맨션,2015,송도해변로 33,암남동,16216.67
18377,송도타워맨션,2016,송도해변로 33,암남동,15144.44
18378,송도타워맨션,2017,송도해변로 33,암남동,19571.43
18379,송도타워맨션,2018,송도해변로 33,암남동,21850.0
18380,송도타워맨션,2019,송도해변로 33,암남동,13500.0
18381,송도타워맨션,2020,송도해변로 33,암남동,20325.0
18382,송도타워맨션,2021,송도해변로 33,암남동,16414.29
18383,송도탑스빌,2012,충무대로 56,암남동,33033.33
18384,송도탑스빌,2013,충무대로 56,암남동,36500.0
18385,송도탑스빌,2014,충무대로 56,암남동,36629.41
18386,송도탑스빌,2015,충무대로 56,암남동,35800.0
18387,송도탑스빌,2016,충무대로 56,암남동,41750.0
18388,송도탑스빌,2017,충무대로 56,암남동,47314.29
18389,송도탑스빌,2018,충무대로 56,암남동,38500.0
18390,송도탑스빌,2019,충무대로 56,암남동,47125.0
18391,송도탑스빌,2020,충무대로 56,암남동,45388.89
18392,송도탑스빌,2021,충무대로 56,암남동,52837.5
18393,송도태경시티빌,2012,충무대로 76,암남동,30000.0
18394,송도태경시티빌,2013,충무대로 76,암남동,21000.0
18395,송도태경시티빌,2014,충무대로 76,암남동,21550.0
18396,송도태경시티빌,2016,충무대로 76,암남동,24800.0
18397,송도풍림아이원,2012,암남공원로 39,암남동,42849.52
18398,송도풍림아이원,2013,암남공원로 39,암남동,38605.56
18399,송도풍림아이원,2014,암남공원로 39,암남동,38771.67
18400,송도풍림아이원,2015,암남공원로 39,암남동,38378.26
18401,송도풍림아이원,2016,암남공원로 39,암남동,47200.0
18402,송도풍림아이원,2017,암남공원로 39,암남동,50442.86
18403,송도풍림아이원,2018,암남공원로 39,암남동,48572.12
18404,송도풍림아이원,2019,암남공원로 39,암남동,50490.0
18405,송도풍림아이원,2020,암남공원로 39,암남동,49088.89
18406,송도풍림아이원,2021,암남공원로 39,암남동,56375.0
18407,송도현대,2012,암남공원로 72,암남동,16487.5
18408,송도현대,2013,암남공원로 72,암남동,17981.82
18409,송도현대,2014,암남공원로 72,암남동,17080.0
18410,송도현대,2015,암남공원로 72,암남동,18940.62
18411,송도현대,2016,암남공원로 72,암남동,18808.82
18412,송도현대,2017,암남공원로 72,암남동,20046.67
18413,송도현대,2018,암남공원로 72,암남동,20586.25
18414,송도현대,2019,암남공원로 72,암남동,19100.0
18415,송도현대,2020,암남공원로 72,암남동,20356.25
18416,송도현대,2021,암남공원로 72,암남동,19383.33
18417,송도혜성비치타운,2012,암남공원로 52,암남동,13528.57
18418,송도혜성비치타운,2013,암남공원로 52,암남동,12927.78
18419,송도혜성비치타운,2014,암남공원로 52,암남동,15730.0
18420,송도혜성비치타운,2015,암남공원로 52,암남동,14600.0
18421,송도혜성비치타운,2016,암남공원로 52,암남동,14972.22
18422,송도혜성비치타운,2017,암남공원로 52,암남동,16761.11
18423,송도혜성비치타운,2018,암남공원로 52,암남동,18575.0
18424,송도혜성비치타운,2019,암남공원로 52,암남동,11600.0
18425,송도혜성비치타운,2020,암남공원로 52,암남동,16112.5
18426,송도혜성비치타운,2021,암남공원로 52,암남동,15490.0
18427,송도혜성주상복합빌딩,2012,충무대로 24,암남동,14300.0
18428,송도혜성주상복합빌딩,2013,충무대로 24,암남동,17633.33
18429,송도혜성주상복합빌딩,2015,충무대로 24,암남동,26000.0
18430,송도혜성주상복합빌딩,2016,충무대로 24,암남동,21285.71
18431,송도혜성주상복합빌딩,2017,충무대로 24,암남동,23066.67
18432,송도혜성주상복합빌딩,2018,충무대로 24,암남동,21700.0
18433,송도혜성주상복합빌딩,2019,충무대로 24,암남동,24450.0
18434,송도혜성주상복합빌딩,2020,충무대로 24,암남동,16000.0
18435,송도힐타운,2012,천해로13번라길 56,암남동,12200.0
18436,송도힐타운,2013,천해로13번라길 56,암남동,10000.0
18437,송도힐타운,2014,천해로13번라길 56,암남동,11250.0
18438,송도힐타운,2015,천해로13번라길 56,암남동,10375.0
18439,송도힐타운,2016,천해로13번라길 56,암남동,10860.0
18440,송도힐타운,2017,천해로13번라길 56,암남동,12600.0
18441,송도힐타운,2018,천해로13번라길 56,암남동,8750.0
18442,송도힐타운,2019,천해로13번라길 56,암남동,8900.0
18443,송도힐타운,2020,천해로13번라길 56,암남동,14100.0
18444,송도힐타운,2021,천해로13번라길 56,암남동,11766.67
18445,송림,2012,기찰로102번길 56-4,부곡동,7368.75
18446,송림,2013,기찰로102번길 56-4,부곡동,8250.0
18447,송림,2014,기찰로102번길 56-4,부곡동,8220.0
18448,송림,2015,기찰로102번길 56-4,부곡동,8062.5
18449,송림,2016,기찰로102번길 56-4,부곡동,8180.0
18450,송림,2017,기찰로102번길 56-4,부곡동,9433.33
18451,송림,2018,기찰로102번길 56-4,부곡동,9316.67
18452,송림,2019,기찰로102번길 56-4,부곡동,8950.0
18453,송림,2020,기찰로102번길 56-4,부곡동,8800.0
18454,송림,2021,기찰로102번길 56-4,부곡동,9550.0
18455,송림7차,2012,학산로21번길 15,남산동,20650.0
18456,송림7차,2013,학산로21번길 15,남산동,21700.0
18457,송림7차,2014,학산로21번길 15,남산동,21750.0
18458,송림7차,2016,학산로21번길 15,남산동,23450.0
18459,송림7차,2017,학산로21번길 15,남산동,26700.0
18460,송림7차,2020,학산로21번길 15,남산동,23100.0
18461,송림빌라,2013,금강로 456,구서동,18750.0
18462,송림빌라,2014,금강로 456,구서동,19000.0
18463,송림빌라,2015,금강로 456,구서동,21180.0
18464,송림빌라,2017,금강로 456,구서동,30000.0
18465,송림빌라,2019,금강로 456,구서동,21000.0
18466,송림빌라,2020,금강로 456,구서동,32700.0
18467,송림아파트,2012,유엔평화로76번길 20,대연동,11000.0
18468,송림아파트,2014,유엔평화로76번길 20,대연동,15200.0
18469,송림아파트,2015,유엔평화로76번길 20,대연동,19100.0
18470,송림아파트,2016,유엔평화로76번길 20,대연동,18350.0
