,단지명,계약년,도로명,동,거래금액평균(만원)
0,(1159-181),2014, ,대연동,11930.0
1,(1482-11),2012,달맞이길117번가길 195,중동,17750.0
2,(1482-11),2014,달맞이길117번가길 195,중동,18500.0
3,(1482-11),2016,달맞이길117번가길 195,중동,20100.0
4,(163-0),2012,구덕로305번길 47,서대신동2가,7621.53
5,(163-0),2017,구덕로305번길 47,서대신동2가,9200.0
6,(18-1),2015,대영로45번길 52,서대신동2가,17076.67
7,(18-1),2016,대영로45번길 52,서대신동2가,14786.67
8,(18-1),2017,대영로45번길 52,서대신동2가,17300.0
9,(18-1),2021,대영로45번길 52,서대신동2가,16700.0
10,(188-0),2016,해운대로89번길 13,재송동,22000.0
11,(188-0),2020,해운대로89번길 13,재송동,24000.0
12,(188-0),2021,해운대로89번길 13,재송동,27000.0
13,(207-3),2017,서동로 193-18,서동,17414.0
14,(207-3),2018,서동로 193-18,서동,17309.09
15,(207-3),2019,서동로 193-18,서동,16350.0
16,(207-3),2020,서동로 193-18,서동,16330.0
17,(207-3),2021,서동로 193-18,서동,17466.67
18,(219-19),2018,개금본동로9번길 65-1,개금동,24764.67
19,(219-19),2019,개금본동로9번길 65-1,개금동,23000.0
20,(257-37),2019,월내해안길 117,장안읍,17922.22
21,(317-10),2016,수영로267번길 60,대연동,19300.0
22,(317-10),2017,수영로267번길 60,대연동,19700.0
23,(317-10),2018,수영로267번길 60,대연동,19300.0
24,(503-12),2013,하신번영로312번길 31,하단동,11700.0
25,(503-12),2014,하신번영로312번길 31,하단동,14000.0
26,(503-12),2015,하신번영로312번길 31,하단동,12925.0
27,(503-12),2015,하신번영로312번길 35,하단동,12900.0
28,(503-12),2016,하신번영로312번길 31,하단동,13250.0
29,(503-12),2020,하신번영로312번길 35,하단동,14250.0
30,(503-12),2021,하신번영로312번길 35,하단동,15500.0
31,(605-14),2012,식물원로27번길 14,장전동,7900.0
32,(605-14),2013,식물원로27번길 14,장전동,9600.0
33,(605-14),2019,식물원로27번길 14,장전동,7800.0
34,(76-0),2016,구덕로301번길 12,서대신동2가,32000.0
35,(83-1),2013,구덕로301번길 15,서대신동2가,8000.0
36,(83-1),2014,구덕로301번길 15,서대신동2가,4900.0
37,(83-1),2017,구덕로301번길 15,서대신동2가,9500.0
38,(83-1),2021,구덕로301번길 15,서대신동2가,11000.0
39,(888-1),2012,하신번영로 300,하단동,21000.0
40,(888-1),2013,하신번영로 300,하단동,18468.86
41,(888-1),2014,하신번영로 300,하단동,16250.0
42,(888-1),2015,하신번영로 300,하단동,17966.67
43,(888-1),2016,하신번영로 300,하단동,16500.0
44,(888-1),2017,하신번영로 300,하단동,17050.0
45,(888-1),2018,하신번영로 300,하단동,17000.0
46,(888-1),2020,하신번영로 300,하단동,21400.0
47,(888-1),2021,하신번영로 300,하단동,17037.5
48,(96-6),2015,수영로49번나길 38,문현동,5000.0
49,(신)건아맨션,2013,중리남로 27,동삼동,7800.0
50,(신)건아맨션,2016,중리남로 27,동삼동,11800.0
51,(신)건아맨션,2021,중리남로 27,동삼동,13900.0
52,(용호맨션),2012,용호로232번길 7,용호동,10000.0
53,(용호맨션),2013,용호로232번길 7,용호동,9750.0
54,(용호맨션),2014,용호로232번길 7,용호동,8400.0
55,(용호맨션),2015,용호로232번길 7,용호동,9535.0
56,(용호맨션),2016,용호로232번길 7,용호동,10300.0
57,(용호맨션),2017,용호로232번길 7,용호동,9933.33
58,(용호맨션),2018,용호로232번길 7,용호동,11500.0
59,(용호맨션),2021,용호로232번길 7,용호동,10500.0
60,1차삼성,2012,대동로 148-29,학장동,14323.53
61,1차삼성,2013,대동로 148-29,학장동,14279.69
62,1차삼성,2014,대동로 148-29,학장동,14506.59
63,1차삼성,2015,대동로 148-29,학장동,14345.12
64,1차삼성,2016,대동로 148-29,학장동,15398.94
65,1차삼성,2017,대동로 148-29,학장동,16540.91
66,1차삼성,2018,대동로 148-29,학장동,15508.33
67,1차삼성,2019,대동로 148-29,학장동,14200.0
68,1차삼성,2020,대동로 148-29,학장동,14836.25
69,1차삼성,2021,대동로 148-29,학장동,14914.0
70,76시영,2012,사직북로 66,사직동,7914.74
71,76시영,2012,사직북로 71-13,사직동,7633.33
72,76시영,2012,사직북로 71-6,사직동,7700.0
73,76시영,2013,사직북로 66,사직동,8533.33
74,7차청탑그린빌라,2012,흑교로71번길 18-1,보수동3가,15750.0
75,7차청탑그린빌라,2014,흑교로71번길 18-1,보수동3가,20500.0
76,7차청탑그린빌라,2015,흑교로71번길 18-1,보수동3가,20000.0
77,7차청탑그린빌라,2017,흑교로71번길 18-1,보수동3가,21833.33
78,7차청탑그린빌라,2020,흑교로71번길 18-1,보수동3가,16900.0
79,7차청탑그린빌라,2021,흑교로71번길 18-1,보수동3가,22500.0
80,AURUM,2015,거제천로152번길 40,연산동,5444.06
81,GK하늘숲,2015,가야대로 476-10,개금동,24075.0
82,GK하늘숲,2019,가야대로 476-10,개금동,18500.0
83,GLG스파타운,2012,충렬대로100번길 12,온천동,15000.0
84,GLG스파타운,2013,충렬대로100번길 12,온천동,17800.0
85,GLG스파타운,2015,충렬대로100번길 12,온천동,18875.0
86,GL타운A,2017,구덕로315번길 9,서대신동2가,25250.0
87,GL타운A,2021,구덕로315번길 9,서대신동2가,20333.33
88,GL타운B,2015,구덕로315번길 7,서대신동2가,21179.25
89,GL타운B,2018,구덕로315번길 7,서대신동2가,22900.0
90,GL타운B,2020,구덕로315번길 7,서대신동2가,22650.0
91,GL타운B,2021,구덕로315번길 7,서대신동2가,22200.0
92,GS하이츠자이,2012,신선로 566,용호동,55197.27
93,GS하이츠자이,2013,신선로 566,용호동,49444.23
94,GS하이츠자이,2014,신선로 566,용호동,51469.33
95,GS하이츠자이,2015,신선로 566,용호동,54625.54
96,GS하이츠자이,2016,신선로 566,용호동,62013.89
97,GS하이츠자이,2017,신선로 566,용호동,71108.82
98,GS하이츠자이,2018,신선로 566,용호동,69658.9
99,GS하이츠자이,2019,신선로 566,용호동,71264.9
100,GS하이츠자이,2020,신선로 566,용호동,85806.91
101,GS하이츠자이,2021,신선로 566,용호동,129590.91
102,HY원룸,2014,부전로 101,부전동,5633.33
103,HY원룸,2015,부전로 101,부전동,8400.0
104,HY원룸,2016,부전로 101,부전동,7700.0
105,HY원룸,2017,부전로 101,부전동,7650.0
106,HY원룸,2018,부전로 101,부전동,5200.0
107,HY원룸,2019,부전로 101,부전동,8585.0
108,HY원룸,2020,부전로 101,부전동,8300.0
109,IDS아델하임,2017,사하로 182,괴정동,16401.29
110,IDS아델하임,2018,사하로 182,괴정동,15628.67
111,IDS아델하임,2019,사하로 182,괴정동,17545.24
112,IDS아델하임,2020,사하로 182,괴정동,16186.09
113,IDS아델하임,2021,사하로 182,괴정동,15455.0
114,JPark,2017,괴정로246번길 6,괴정동,24247.14
115,JPark,2018,괴정로246번길 6,괴정동,24702.0
116,JPark,2019,괴정로246번길 6,괴정동,28050.0
117,JPark,2020,괴정로246번길 6,괴정동,33450.0
118,JPark,2021,괴정로246번길 6,괴정동,42500.0
119,KCB센트리움,2012,중앙대로286번길 7-4,초량동,14737.5
120,KCB센트리움,2012,하신중앙로335번길 2,하단동,19875.0
121,KCB센트리움,2013,중앙대로286번길 7-4,초량동,15082.73
122,KCB센트리움,2013,하신중앙로335번길 2,하단동,15000.0
123,KCB센트리움,2014,중앙대로286번길 7-4,초량동,15414.29
124,KCB센트리움,2014,하신중앙로335번길 2,하단동,19350.0
125,KCB센트리움,2015,중앙대로286번길 7-4,초량동,16281.82
126,KCB센트리움,2015,하신중앙로335번길 2,하단동,22300.0
127,KCB센트리움,2016,중앙대로286번길 7-4,초량동,16750.0
128,KCB센트리움,2017,중앙대로286번길 7-4,초량동,18550.0
129,KCB센트리움,2017,하신중앙로335번길 2,하단동,24500.0
130,KCB센트리움,2018,중앙대로286번길 7-4,초량동,17250.0
131,KCB센트리움,2018,하신중앙로335번길 2,하단동,20187.5
132,KCB센트리움,2019,중앙대로286번길 7-4,초량동,17600.0
133,KCB센트리움,2019,하신중앙로335번길 2,하단동,23800.0
134,KCB센트리움,2020,중앙대로286번길 7-4,초량동,16982.14
135,KCB센트리움,2020,하신중앙로335번길 2,하단동,24150.0
136,KCB센트리움,2021,중앙대로286번길 7-4,초량동,17737.5
137,KH마이우스,2014,전포대로199번길 27,전포동,12932.5
138,KH마이우스,2015,전포대로199번길 27,전포동,14767.0
139,KH마이우스,2016,전포대로199번길 27,전포동,14887.88
140,KH마이우스,2017,전포대로199번길 27,전포동,17035.5
141,KH마이우스,2018,전포대로199번길 27,전포동,18800.0
142,KH마이우스,2019,전포대로199번길 27,전포동,14000.0
143,KH마이우스,2020,전포대로199번길 27,전포동,17425.0
144,KH마이우스,2021,전포대로199번길 27,전포동,13200.0
145,KH파인빌,2012,월드컵대로153번길 34,연산동,9093.67
146,KH파인빌,2013,월드컵대로153번길 34,연산동,14254.17
147,KH파인빌,2014,월드컵대로153번길 34,연산동,12233.33
148,KH파인빌,2015,월드컵대로153번길 34,연산동,13085.71
149,KH파인빌,2016,월드컵대로153번길 34,연산동,14575.0
150,KH파인빌,2017,월드컵대로153번길 34,연산동,16300.0
151,KH파인빌,2018,월드컵대로153번길 34,연산동,9500.0
152,KH파인빌,2019,월드컵대로153번길 34,연산동,16100.0
153,KH파인빌,2020,월드컵대로153번길 34,연산동,14750.0
154,KH파인빌,2021,월드컵대로153번길 34,연산동,16666.67
155,KH파인우스,2019,온천장로 75,온천동,20603.33
156,KH파인우스,2020,온천장로 75,온천동,21503.33
157,LG마린타워,2012,충무대로 181,남부민동,22035.0
158,LG마린타워,2013,충무대로 181,남부민동,20520.0
159,LG마린타워,2014,충무대로 181,남부민동,24800.0
160,LG마린타워,2015,충무대로 181,남부민동,23487.5
161,LG마린타워,2016,충무대로 181,남부민동,21308.33
162,LG마린타워,2017,충무대로 181,남부민동,21510.0
163,LG마린타워,2018,충무대로 181,남부민동,21600.0
164,LG마린타워,2019,충무대로 181,남부민동,21462.5
165,LG마린타워,2020,충무대로 181,남부민동,23575.0
166,LG마린타워,2021,충무대로 181,남부민동,24545.45
167,LG스카이빌,2012,서금로 124,금사동,8750.0
168,LG스카이빌,2013,서금로 124,금사동,11000.0
169,LG스카이빌,2014,서금로 124,금사동,12500.0
170,LG스카이빌,2015,서금로 124,금사동,12300.0
171,LG스카이빌,2018,서금로 124,금사동,8200.0
172,LG스카이빌,2019,서금로 124,금사동,9700.0
173,LG스카이빌,2020,서금로 124,금사동,11460.0
174,LG스카이빌,2021,서금로 124,금사동,11725.0
175,LH뜨란채아파트,2012,대천로67번길 18,좌동,16372.65
176,LH뜨란채아파트,2013,대천로67번길 18,좌동,16373.88
177,LH뜨란채아파트,2014,대천로67번길 18,좌동,16839.79
178,LH뜨란채아파트,2015,대천로67번길 18,좌동,19146.32
179,LH뜨란채아파트,2016,대천로67번길 18,좌동,23837.21
180,LH뜨란채아파트,2017,대천로67번길 18,좌동,25613.33
181,LH뜨란채아파트,2018,대천로67번길 18,좌동,21483.33
182,LH뜨란채아파트,2019,대천로67번길 18,좌동,21696.34
183,LH뜨란채아파트,2020,대천로67번길 18,좌동,23707.74
184,LH뜨란채아파트,2021,대천로67번길 18,좌동,27679.51
185,LIG건영,2012,신반송로 80,반송동,11855.56
186,LIG건영,2013,신반송로 80,반송동,10289.47
187,LIG건영,2014,신반송로 80,반송동,10537.5
188,LIG건영,2015,신반송로 80,반송동,11241.67
189,LIG건영,2016,신반송로 80,반송동,12357.14
190,LIG건영,2017,신반송로 80,반송동,15140.91
191,LIG건영,2018,신반송로 80,반송동,15100.0
192,LIG건영,2019,신반송로 80,반송동,12944.44
193,LIG건영,2020,신반송로 80,반송동,12456.67
194,LIG건영,2021,신반송로 80,반송동,14685.71
195,LKS노빌리티,2018,서곡로 3,서동,24000.0
196,LKS노빌리티,2019,서곡로 3,서동,23750.0
197,LKS노빌리티,2020,서곡로 3,서동,17033.33
198,LKS노빌리티,2021,서곡로 3,서동,19140.0
199,LK뉴탑5차,2015,망미번영로38번길 50,광안동,7364.71
200,LK뉴탑5차,2021,망미번영로38번길 50,광안동,10000.0
201,M타워,2014,승학로3번길 19,하단동,15766.67
202,M타워,2021,승학로3번길 19,하단동,16200.0
203,M포레뷰,2018,석사북로 105,온천동,21425.0
204,M포레뷰,2019,석사북로 105,온천동,21000.0
205,M포레뷰,2020,석사북로 105,온천동,20475.0
206,M포레뷰,2021,석사북로 105,온천동,20000.0
207,POPS아트빌38,2012,광서로10번길 38,광안동,7381.0
208,POPS아트빌38,2013,광서로10번길 38,광안동,7117.4
209,POPS아트빌38,2014,광서로10번길 38,광안동,6025.0
210,POPS아트빌38,2015,광서로10번길 38,광안동,6818.75
211,POPS아트빌38,2016,광서로10번길 38,광안동,7108.82
212,POPS아트빌38,2017,광서로10번길 38,광안동,7893.81
213,POPS아트빌38,2018,광서로10번길 38,광안동,7000.0
214,POPS아트빌38,2019,광서로10번길 38,광안동,7460.0
215,POPS아트빌38,2020,광서로10번길 38,광안동,7075.0
216,POPS아트빌38,2021,광서로10번길 38,광안동,6700.0
217,SC아르피나,2019,거제천로124번길 60,연산동,22904.47
218,SC아르피나,2020,거제천로124번길 60,연산동,22833.75
219,SC아르피나,2021,거제천로124번길 60,연산동,26004.33
220,SG이너스Ⅱ,2015,시실로 9-1,부곡동,7000.0
221,SG이너스Ⅱ,2016,시실로 9-1,부곡동,7759.9
222,SG이너스Ⅱ,2017,시실로 9-1,부곡동,8222.5
223,SG이너스Ⅱ,2018,시실로 9-1,부곡동,8400.0
224,SG이너스Ⅱ,2019,시실로 9-1,부곡동,7433.33
225,SG이너스Ⅱ,2020,시실로 9-1,부곡동,7500.0
226,SG이너스Ⅱ,2021,시실로 9-1,부곡동,7821.43
227,SKVIEW,2012,삼어로 55,반여동,21005.0
228,SKVIEW,2012,청사포로 12,좌동,15941.63
229,SKVIEW,2013,삼어로 55,반여동,20287.89
230,SKVIEW,2013,청사포로 12,좌동,16037.11
231,SKVIEW,2014,삼어로 55,반여동,22490.22
232,SKVIEW,2014,청사포로 12,좌동,16202.69
233,SKVIEW,2015,삼어로 55,반여동,25158.39
234,SKVIEW,2015,청사포로 12,좌동,18736.24
235,SKVIEW,2016,삼어로 55,반여동,27983.15
236,SKVIEW,2016,청사포로 12,좌동,21850.22
237,SKVIEW,2017,삼어로 55,반여동,30214.52
238,SKVIEW,2017,청사포로 12,좌동,23644.89
239,SKVIEW,2018,삼어로 55,반여동,27684.85
240,SKVIEW,2018,청사포로 12,좌동,20932.9
241,SKVIEW,2019,삼어로 55,반여동,24894.9
242,SKVIEW,2019,청사포로 12,좌동,20513.97
243,SKVIEW,2020,삼어로 55,반여동,27870.81
244,SKVIEW,2020,청사포로 12,좌동,22360.97
245,SKVIEW,2021,삼어로 55,반여동,38092.24
246,SKVIEW,2021,청사포로 12,좌동,26688.56
247,SK허브올리브,2012,금강공원로 2,온천동,15578.3
248,SK허브올리브,2013,금강공원로 2,온천동,15323.08
249,SK허브올리브,2014,금강공원로 2,온천동,16433.1
250,SK허브올리브,2015,금강공원로 2,온천동,16759.86
251,SK허브올리브,2016,금강공원로 2,온천동,18193.93
252,SK허브올리브,2017,금강공원로 2,온천동,18310.29
253,SK허브올리브,2018,금강공원로 2,온천동,19705.88
254,SK허브올리브,2019,금강공원로 2,온천동,17550.0
255,SK허브올리브,2020,금강공원로 2,온천동,17600.65
256,SK허브올리브,2021,금강공원로 2,온천동,15603.24
257,TK골드뷰,2014,범일로154번길 61,범천동,23234.17
258,TK골드뷰,2015,범일로154번길 61,범천동,23484.29
259,TK골드뷰,2016,범일로154번길 61,범천동,20562.5
260,TK골드뷰,2017,범일로154번길 61,범천동,23500.0
261,TK골드뷰,2018,범일로154번길 61,범천동,27666.67
262,TK골드뷰,2019,범일로154번길 61,범천동,25442.86
263,TK골드뷰,2020,범일로154번길 61,범천동,26950.0
264,TK골드뷰,2021,범일로154번길 61,범천동,21000.0
265,W-HOUSE10차,2013,수영로521번길 13-1,광안동,13225.0
266,W-HOUSE10차,2015,수영로521번길 13-1,광안동,15450.0
267,W-HOUSE10차,2016,수영로521번길 13-1,광안동,15675.0
268,W-PARKⅡ,2015,광남로 167,광안동,19376.92
269,W-PARKⅡ,2016,광남로 167,광안동,22175.0
270,W-PARKⅡ,2017,광남로 167,광안동,24100.0
271,W-PARKⅡ,2019,광남로 167,광안동,21600.0
272,W-PARKⅡ,2021,광남로 167,광안동,21000.0
273,e편한세상광안비치,2017,민락수변로7번길 60,민락동,44375.0
274,e편한세상광안비치,2018,민락수변로7번길 60,민락동,42760.0
275,e편한세상광안비치,2019,민락수변로7번길 60,민락동,45992.55
276,e편한세상광안비치,2020,민락수변로7번길 60,민락동,62490.82
277,e편한세상광안비치,2021,민락수변로7번길 60,민락동,78308.33
278,e편한세상동래명장1단지,2019,명장로 65,명장동,30548.0
279,e편한세상동래명장1단지,2020,명장로 65,명장동,53058.68
280,e편한세상동래명장1단지,2021,명장로 65,명장동,68891.67
281,e편한세상동래명장2단지,2020,명장로 65,명장동,54600.0
282,e편한세상동래명장2단지,2021,명장로 65,명장동,65300.0
283,e편한세상동래아시아드,2020,아시아드대로 202,온천동,54150.0
284,e편한세상동래아시아드,2021,아시아드대로 202,온천동,64571.3
285,e편한세상명지,2019,명지국제2로 80,명지동,39025.56
286,e편한세상명지,2020,명지국제2로 80,명지동,50832.65
287,e편한세상명지,2021,명지국제2로 80,명지동,72766.67
288,e편한세상부산항,2019,홍곡로 50,수정동,44163.33
289,e편한세상부산항,2019,홍곡로 50,초량동,44702.0
290,e편한세상부산항,2020,홍곡로 50,초량동,60605.33
291,e편한세상부산항,2021,홍곡로 50,초량동,77384.62
292,e편한세상사하,2016,서포로30번길 26,구평동,24064.0
293,e편한세상사하,2017,서포로30번길 26,구평동,22600.69
294,e편한세상사하,2018,서포로30번길 26,구평동,23998.28
295,e편한세상사하,2019,서포로30번길 26,구평동,24300.0
296,e편한세상사하,2020,서포로30번길 26,구평동,25129.65
297,e편한세상사하,2021,서포로30번길 26,구평동,34021.96
298,e편한세상사하2차,2017,서포로30번길 12,구평동,22527.0
299,e편한세상사하2차,2018,서포로30번길 12,구평동,25006.19
300,e편한세상사하2차,2019,서포로30번길 12,구평동,24347.92
301,e편한세상사하2차,2020,서포로30번길 12,구평동,26435.66
302,e편한세상사하2차,2021,서포로30번길 12,구평동,35138.16
303,e편한세상오션테라스1단지,2020,광안해변로326번길 10,민락동,74524.89
304,e편한세상오션테라스1단지,2021,광안해변로326번길 10,민락동,69500.0
305,e편한세상오션테라스2단지,2020,광안해변로326번길 9,민락동,49223.0
306,e편한세상오션테라스2단지,2021,광안해변로326번길 9,민락동,85000.0
307,e편한세상오션테라스3단지,2020,광안해변로326번길 32,민락동,96666.67
308,e편한세상오션테라스4단지,2020,광안해변로326번길 31,민락동,100000.0
309,e편한세상일광,2020,해빛2로 21,일광면,41847.59
310,e편한세상일광,2021,해빛2로 21,일광면,66663.64
311,e편한세상화명힐스,2015,화명대로 68,화명동,45323.0
312,e편한세상화명힐스,2016,화명대로 68,화명동,41610.61
313,e편한세상화명힐스,2017,화명대로 68,화명동,17735.54
314,e편한세상화명힐스,2018,화명대로 68,화명동,49007.14
315,e편한세상화명힐스,2019,화명대로 68,화명동,46260.16
316,e편한세상화명힐스,2020,화명대로 68,화명동,51744.05
317,e편한세상화명힐스,2021,화명대로 68,화명동,56848.28
318,가나빌라,2013,오시게로54번길 2,부곡동,22900.0
319,가나빌라,2014,오시게로54번길 2,부곡동,22700.0
320,가나빌라,2016,오시게로54번길 2,부곡동,25800.0
321,가남,2018,엄광로 313,가야동,8000.0
322,가락타운1,2012,하신번영로 365,하단동,18900.79
323,가락타운1,2013,하신번영로 365,하단동,18828.11
324,가락타운1,2014,하신번영로 365,하단동,20039.74
325,가락타운1,2015,하신번영로 365,하단동,21010.62
326,가락타운1,2016,하신번영로 365,하단동,23009.69
327,가락타운1,2017,하신번영로 365,하단동,24857.76
328,가락타운1,2018,하신번영로 365,하단동,23720.59
329,가락타운1,2019,하신번영로 365,하단동,21690.91
330,가락타운1,2020,하신번영로 365,하단동,27673.62
331,가락타운1,2021,하신번영로 365,하단동,42128.46
332,가락타운2,2012,하신번영로 233,하단동,24545.45
333,가락타운2,2013,하신번영로 233,하단동,24023.28
334,가락타운2,2014,하신번영로 233,하단동,26101.39
335,가락타운2,2015,하신번영로 233,하단동,26396.27
336,가락타운2,2016,하신번영로 233,하단동,29082.86
337,가락타운2,2017,하신번영로 233,하단동,31323.61
338,가락타운2,2018,하신번영로 233,하단동,29690.62
339,가락타운2,2019,하신번영로 233,하단동,26648.68
340,가락타운2,2020,하신번영로 233,하단동,30131.65
341,가락타운2,2021,하신번영로 233,하단동,46623.53
342,가락타운3,2012,하신번영로 233,하단동,18438.19
343,가락타운3,2012,하신중앙로 265,하단동,17300.0
344,가락타운3,2013,하신번영로 233,하단동,18029.79
345,가락타운3,2013,하신중앙로 265,하단동,18337.5
346,가락타운3,2014,하신번영로 233,하단동,19654.21
347,가락타운3,2014,하신중앙로 233,하단동,20250.0
348,가락타운3,2014,하신중앙로 265,하단동,19266.67
349,가락타운3,2015,하신번영로 233,하단동,19789.47
350,가락타운3,2015,하신중앙로 265,하단동,20290.57
351,가락타운3,2016,하신번영로 233,하단동,20463.33
352,가락타운3,2016,하신중앙로 233,하단동,22300.0
353,가락타운3,2016,하신중앙로 265,하단동,21486.79
354,가락타운3,2017,하신중앙로 233,하단동,21940.0
355,가락타운3,2017,하신중앙로 265,하단동,23280.63
356,가락타운3,2018,하신중앙로 233,하단동,21500.0
357,가락타운3,2018,하신중앙로 265,하단동,21852.14
358,가락타운3,2019,하신중앙로 233,하단동,20100.0
359,가락타운3,2019,하신중앙로 265,하단동,20093.13
360,가락타운3,2020,하신중앙로 233,하단동,22283.33
361,가락타운3,2020,하신중앙로 265,하단동,23150.26
362,가락타운3,2021,하신중앙로 233,하단동,34133.33
363,가락타운3,2021,하신중앙로 265,하단동,32502.63
364,가람그린,2015,장평로 439,괴정동,21185.0
365,가람그린,2016,장평로 439,괴정동,21300.0
366,가람그린,2017,장평로 439,괴정동,21950.0
367,가람리버빌,2014,낙동대로 330,괴정동,20900.0
368,가람리버빌,2015,낙동대로 330,괴정동,22200.0
369,가람리버빌,2016,낙동대로 330,괴정동,22433.33
370,가람리버빌,2017,낙동대로 330,괴정동,26500.0
371,가람리버빌,2018,낙동대로 330,괴정동,30333.33
372,가람리버빌,2020,낙동대로 330,괴정동,33750.0
373,가람빌리지,2013,동명로101번길 123,용호동,14250.0
374,가람빌리지,2014,동명로101번길 123,용호동,11450.0
375,가람빌리지,2015,동명로101번길 123,용호동,7200.0
376,가람빌리지,2016,동명로101번길 123,용호동,13400.0
377,가람빌리지,2017,동명로101번길 123,용호동,8500.0
378,가람빌리지,2019,동명로101번길 123,용호동,12700.0
379,가람빌리지,2020,동명로101번길 123,용호동,13850.0
380,가람빌리지,2021,동명로101번길 123,용호동,20000.0
381,가비펠리치,2020,광남로 100,광안동,17950.0
382,가비펠리치,2021,광남로 100,광안동,25500.0
383,가야누리애,2017,범일로154번길 49,범천동,28348.48
384,가야누리애,2018,범일로154번길 49,범천동,31160.0
385,가야누리애,2019,범일로154번길 49,범천동,29500.0
386,가야누리애,2020,범일로154번길 49,범천동,26866.67
387,가야누리애,2021,범일로154번길 49,범천동,29491.67
388,가야누리애더센트리즈,2020,범천로 16,범천동,25520.0
389,가야누리애더센트리즈,2021,범천로 16,범천동,23000.0
390,가야동그린시티,2019,가야대로679번길 61,가야동,27632.0
391,가야동그린시티,2020,가야대로679번길 61,가야동,29820.06
392,가야동그린시티,2021,가야대로679번길 61,가야동,31558.67
393,가야동원로얄듀크,2014,가야대로 531,가야동,30850.0
394,가야동원로얄듀크,2015,가야대로 531,가야동,30366.07
395,가야동원로얄듀크,2016,가야대로 531,가야동,32070.0
396,가야동원로얄듀크,2017,가야대로 531,가야동,34748.48
397,가야동원로얄듀크,2018,가야대로 531,가야동,36058.82
398,가야동원로얄듀크,2019,가야대로 531,가야동,33995.0
399,가야동원로얄듀크,2020,가야대로 531,가야동,35632.17
400,가야동원로얄듀크,2021,가야대로 531,가야동,43518.18
401,가야삼정그린코아,2012,엄광로238번길 5,가야동,18770.0
402,가야삼정그린코아,2013,엄광로238번길 5,가야동,17606.67
403,가야삼정그린코아,2014,엄광로238번길 5,가야동,19242.11
404,가야삼정그린코아,2015,엄광로238번길 5,가야동,20515.89
405,가야삼정그린코아,2016,엄광로238번길 5,가야동,20283.33
406,가야삼정그린코아,2017,엄광로238번길 5,가야동,22424.24
407,가야삼정그린코아,2018,엄광로238번길 5,가야동,20177.4
408,가야삼정그린코아,2019,엄광로238번길 5,가야동,20158.82
409,가야삼정그린코아,2020,엄광로238번길 5,가야동,21955.0
410,가야삼정그린코아,2021,엄광로238번길 5,가야동,23879.41
411,가야삼한사랑채,2012,엄광로 286,가야동,16363.0
412,가야삼한사랑채,2012,엄광로312번길 61,가야동,22941.75
413,가야삼한사랑채,2013,엄광로 286,가야동,17700.0
414,가야삼한사랑채,2013,엄광로312번길 61,가야동,22455.1
415,가야삼한사랑채,2014,엄광로 286,가야동,18775.0
416,가야삼한사랑채,2014,엄광로312번길 61,가야동,23398.08
417,가야삼한사랑채,2015,엄광로 286,가야동,19885.71
418,가야삼한사랑채,2015,엄광로312번길 61,가야동,24636.93
419,가야삼한사랑채,2016,엄광로 286,가야동,21037.5
420,가야삼한사랑채,2016,엄광로312번길 61,가야동,24850.0
421,가야삼한사랑채,2017,엄광로 286,가야동,21020.0
422,가야삼한사랑채,2017,엄광로312번길 61,가야동,26050.0
423,가야삼한사랑채,2018,엄광로 286,가야동,22500.0
424,가야삼한사랑채,2018,엄광로312번길 61,가야동,25270.0
425,가야삼한사랑채,2019,엄광로 286,가야동,21300.0
426,가야삼한사랑채,2019,엄광로312번길 61,가야동,24790.0
427,가야삼한사랑채,2020,엄광로 286,가야동,21450.0
428,가야삼한사랑채,2020,엄광로312번길 61,가야동,25100.0
429,가야삼한사랑채,2021,엄광로 286,가야동,22850.0
430,가야삼한사랑채,2021,엄광로312번길 61,가야동,25044.44
431,가야센트레빌,2020,가야공원로 6,가야동,45000.0
432,가야센트리움,2018,가야대로587번길 11-26,가야동,23250.0
433,가야센트리움,2020,가야대로587번길 11-26,가야동,21950.0
434,가야케이티이편한세상,2012,가야대로 569,가야동,37725.0
435,가야케이티이편한세상,2013,가야대로 569,가야동,37184.21
436,가야케이티이편한세상,2014,가야대로 569,가야동,37273.68
437,가야케이티이편한세상,2015,가야대로 569,가야동,38837.5
438,가야케이티이편한세상,2016,가야대로 569,가야동,40776.67
439,가야케이티이편한세상,2017,가야대로 569,가야동,48940.0
440,가야케이티이편한세상,2018,가야대로 569,가야동,47328.57
441,가야케이티이편한세상,2019,가야대로 569,가야동,44083.33
442,가야케이티이편한세상,2020,가야대로 569,가야동,51804.17
443,가야케이티이편한세상,2021,가야대로 569,가야동,69333.33
444,가원(가동),2013,서동로91번길 23,서동,5833.33
445,가원(가동),2014,서동로91번길 23,서동,5725.0
446,가원(가동),2018,서동로91번길 23,서동,4650.0
447,가원(가동),2020,서동로91번길 23,서동,14333.33
448,가원(가동),2021,서동로91번길 23,서동,23000.0
449,가화랜드빌,2012,차성동로 168-20,기장읍,11300.0
450,가화랜드빌,2014,차성동로 168-20,기장읍,10733.33
451,가화랜드빌,2015,차성동로 168-20,기장읍,12300.0
452,가화랜드빌,2016,차성동로 168-20,기장읍,11966.67
453,가화랜드빌,2017,차성동로 168-20,기장읍,11866.67
454,가화랜드빌,2018,차성동로 168-20,기장읍,11675.0
455,가화랜드빌,2019,차성동로 168-20,기장읍,14675.0
